Wavelength,Responsivity
469.6186732781,0.196174351
470.0801388965,0.199969412
470.5415784169,0.203543153
471.0029918370,0.207116692
471.4643791549,0.210862519
471.9257403682,0.214686600
472.3870754747,0.218510464
472.8483844724,0.223063463
473.3096673590,0.228587159
473.7709241322,0.233261727
474.2321547901,0.236965984
474.6933593302,0.240670032
475.1545377506,0.244475961
475.6156900489,0.248298310
476.0768162230,0.252120443
476.5379162707,0.256909919
476.9989901898,0.262343980
477.4600379782,0.266632696
477.9210596336,0.270269440
478.3820551539,0.273925579
478.8430245369,0.278221993
479.3039677804,0.282518163
479.7648848822,0.286858503
480.2257758401,0.291475325
480.6866406520,0.296091884
481.1474793156,0.301226178
481.6082918288,0.307246109
482.0690781894,0.313193717
482.5298383952,0.319097076
482.9905724440,0.324433741
483.4512803336,0.329380757
483.9119620619,0.334327492
484.3726176267,0.339614908
484.8332470257,0.345127207
485.2938502568,0.351917036
485.7544273178,0.361277799
486.2149782066,0.365156552
486.6755029209,0.369035084
487.1360014586,0.372993644
487.5964738174,0.378456329
488.0569199952,0.383918704
488.5173399898,0.390480572
488.9777337990,0.397421805
489.4381014206,0.402673328
489.8984428525,0.407924552
490.3587580925,0.412599643
490.8190471383,0.417186855
491.2793099878,0.422168823
491.7395466388,0.430903382
492.1997570891,0.438186060
492.6599413366,0.444175082
493.1200993790,0.449205966
493.5802312142,0.454236565
494.0403368399,0.459326483
494.5004162541,0.464419299
494.9604694544,0.470258314
495.4204964388,0.478757262
495.8804972050,0.485902114
496.3404717509,0.492072336
496.8004200742,0.497656506
497.2603421728,0.502247963
497.7202380445,0.506839159
498.1801076871,0.511430092
498.6399510985,0.516895433
499.0997682764,0.526291775
499.5595592186,0.532021861
500.0193239231,0.537751621
500.4790623875,0.542854323
500.9387746097,0.547443936
501.3984605875,0.555929050
501.8581203188,0.561805009
502.3177538013,0.566502809
502.7773610329,0.571200341
503.2369420113,0.577519290
503.6964967345,0.583972740
504.1560252001,0.589391210
504.6155274061,0.594294532
505.0750033502,0.599197574
505.5344530303,0.605134482
505.9938764441,0.611126283
506.4532735895,0.616638879
506.9126444644,0.622071283
507.3719890664,0.627374996
507.8313073934,0.636011284
508.2905994433,0.642332942
508.7498652139,0.647314769
509.2091047029,0.651841166
509.6683179082,0.656367304
510.1275048276,0.661437767
510.5866654590,0.666763268
511.0457998000,0.671218765
511.5049078486,0.675146853
511.9639896026,0.679076931
512.4230450598,0.683899741
512.8820742179,0.688328513
513.3410770748,0.691589591
513.8000536284,0.694850482
514.2590038764,0.698111186
514.7179278167,0.702354287
515.1768254470,0.706616444
515.6356967652,0.710854310
516.0945417691,0.714942981
516.5533604565,0.719031417
517.0121528253,0.723004404
517.4709188732,0.726935616
517.9296585980,0.730836010
518.3883719976,0.734495701
518.8470590698,0.738155182
519.3057198124,0.742158158
